x,y,class,log_loss
-5.016129302978515625e+01,5.056074523925781250e+01,0.000000000000000000e+00,1.841357006924226880e-04
1.538715362548828125e+01,-2.981692790985107422e+00,7.000000000000000000e+00,1.846126251621171832e-04
-3.308043479919433594e-01,-2.963032531738281250e+01,8.000000000000000000e+00,6.811879109591245651e-03
-3.767403411865234375e+01,2.340080642700195312e+01,6.000000000000000000e+00,7.251273393630981445e-01
-1.227783203125000000e+01,-5.147280120849609375e+01,2.000000000000000000e+00,4.444358870387077332e-02
5.464626312255859375e+01,3.262322616577148438e+01,9.000000000000000000e+00,1.193229109048843384e-02
-4.538775634765625000e+01,-1.272896575927734375e+01,4.000000000000000000e+00,2.026523696258664131e-03
-2.399770736694335938e+01,-3.268942260742187500e+01,2.000000000000000000e+00,1.973672397434711456e-02
-5.491971588134765625e+01,1.617787551879882812e+01,6.000000000000000000e+00,1.286316290497779846e-02
-5.247359466552734375e+01,-2.160461616516113281e+01,6.000000000000000000e+00,2.033021211624145508e+00
-1.972428131103515625e+01,1.510179615020751953e+01,8.000000000000000000e+00,3.546246051788330078e+00
-5.480900192260742188e+01,2.878340911865234375e+01,0.000000000000000000e+00,1.053291722200810909e-03
-2.790409278869628906e+01,-2.873490333557128906e+00,4.000000000000000000e+00,1.431041359901428223e-01
-6.499186706542968750e+01,-1.693189239501953125e+01,4.000000000000000000e+00,2.615793782752007246e-04
-4.743722915649414062e+01,-2.617654800415039062e+01,4.000000000000000000e+00,5.224519371986389160e-01
3.704407882690429688e+01,1.994328498840332031e+01,7.000000000000000000e+00,2.107591181993484497e-02
5.131637573242187500e+01,-2.785425949096679688e+01,5.000000000000000000e+00,5.927650490775704384e-04
1.483441829681396484e+01,-5.300217819213867188e+01,8.000000000000000000e+00,0.000000000000000000e+00
-3.755834960937500000e+01,-7.872879505157470703e+00,4.000000000000000000e+00,8.676931262016296387e-03
7.637815856933593750e+01,6.233321189880371094e+00,9.000000000000000000e+00,7.772747630951926112e-05
6.838262557983398438e+00,7.220185852050781250e+01,1.000000000000000000e+00,1.788139485370265902e-07
-4.974514007568359375e+01,2.687434387207031250e+01,0.000000000000000000e+00,5.886034667491912842e-02
3.814330291748046875e+01,-3.658213424682617188e+01,5.000000000000000000e+00,2.026559968726360239e-06
-6.197845840454101562e+01,-1.246661949157714844e+01,4.000000000000000000e+00,7.003790960879996419e-05
-5.997673034667968750e+01,-1.222457122802734375e+01,4.000000000000000000e+00,9.354554931633174419e-04
-6.391513061523437500e+01,-1.835622406005859375e+01,4.000000000000000000e+00,2.824417082592844963e-03
-3.495874404907226562e+01,3.808813858032226562e+01,0.000000000000000000e+00,2.137624621391296387e-01
-4.816990661621093750e+01,4.170869445800781250e+01,0.000000000000000000e+00,9.821706917136907578e-04
-6.269677352905273438e+01,-1.193303298950195312e+01,4.000000000000000000e+00,9.116512374021112919e-04
3.332056427001953125e+01,-2.612249565124511719e+01,5.000000000000000000e+00,3.842853766400367022e-04
-5.928813934326171875e+01,-4.716053009033203125e+01,6.000000000000000000e+00,6.845273822546005249e-02
-5.418685913085937500e+01,2.545251846313476562e+01,0.000000000000000000e+00,6.508504040539264679e-03
-3.587850952148437500e+01,-8.808014869689941406e+00,4.000000000000000000e+00,9.900566190481185913e-02
6.411703491210937500e+01,-2.232908821105957031e+01,5.000000000000000000e+00,1.893583568744361401e-03
-3.914014816284179688e+01,-2.131276893615722656e+01,4.000000000000000000e+00,2.114106267690658569e-01
3.775398731231689453e+00,7.962957000732421875e+01,1.000000000000000000e+00,1.192092895507812500e-07
-3.062324285507202148e+00,3.005703735351562500e+01,3.000000000000000000e+00,5.350843667984008789e-01
6.038006305694580078e+00,5.784766387939453125e+01,1.000000000000000000e+00,9.536747711536008865e-07
-1.962336158752441406e+01,1.710133552551269531e+01,1.000000000000000000e+00,7.787937670946121216e-02
-5.271656417846679688e+01,-3.233040237426757812e+01,6.000000000000000000e+00,8.005678057670593262e-01
-4.059444808959960938e+01,-1.537311744689941406e+01,4.000000000000000000e+00,2.492811381816864014e-01
6.282536506652832031e+00,1.965791130065917969e+01,3.000000000000000000e+00,1.185606670333072543e-04
1.320773696899414062e+01,-2.517560386657714844e+01,8.000000000000000000e+00,5.245222382654901594e-06
-2.075979232788085938e+01,-3.838929367065429688e+01,2.000000000000000000e+00,3.897025017067790031e-03
4.640291213989257812e+00,-1.697346878051757812e+01,8.000000000000000000e+00,1.245538353919982910e+00
-3.377349853515625000e+01,1.062855815887451172e+01,2.000000000000000000e+00,2.921834945678710938e+00
3.841458511352539062e+01,-3.389179706573486328e+00,7.000000000000000000e+00,2.084881626069545746e-02
-5.062257766723632812e+01,4.799180603027343750e+01,0.000000000000000000e+00,8.872509934008121490e-04
-4.517694854736328125e+01,-1.371484470367431641e+01,4.000000000000000000e+00,3.492366988211870193e-03
-2.181721878051757812e+01,2.541894531250000000e+01,0.000000000000000000e+00,5.716863274574279785e-01
5.305523872375488281e+00,-2.704122734069824219e+01,8.000000000000000000e+00,8.237700967583805323e-05
6.948628234863281250e+01,-2.071281242370605469e+01,5.000000000000000000e+00,1.454363882658071816e-05
-4.645195388793945312e+01,3.937694931030273438e+01,0.000000000000000000e+00,7.492887321859598160e-03
5.893516063690185547e+00,-7.069676971435546875e+01,8.000000000000000000e+00,2.339756028959527612e-04
-2.771609687805175781e+01,-5.672538757324218750e+01,2.000000000000000000e+00,9.226882248185575008e-04
5.907059860229492188e+01,3.105395889282226562e+01,9.000000000000000000e+00,2.935481956228613853e-03
-3.998381805419921875e+01,1.508815860748291016e+01,0.000000000000000000e+00,1.149339437484741211e+00
1.542427825927734375e+01,-4.909429550170898438e+01,8.000000000000000000e+00,0.000000000000000000e+00
5.352458190917968750e+01,3.229970550537109375e+01,9.000000000000000000e+00,6.592478603124618530e-02
-5.309268569946289062e+01,1.506333065032958984e+01,6.000000000000000000e+00,3.349637240171432495e-02
-1.760846328735351562e+01,-7.740623950958251953e+00,4.000000000000000000e+00,1.596243530511856079e-01
-3.797954177856445312e+01,-2.472140121459960938e+01,2.000000000000000000e+00,5.819494277238845825e-02
7.473634338378906250e+01,-1.281799316406250000e+00,9.000000000000000000e+00,2.646796347107738256e-04
-3.081892585754394531e+01,-2.179305076599121094e+01,3.000000000000000000e+00,4.841826915740966797e+00
-3.958573532104492188e+01,-4.220455932617187500e+01,4.000000000000000000e+00,5.080392956733703613e-01
7.220563507080078125e+01,-1.873772239685058594e+01,5.000000000000000000e+00,2.145769485650816932e-06
-5.349569320678710938e+01,3.898194885253906250e+01,0.000000000000000000e+00,1.036881003528833389e-02
7.222687530517578125e+01,3.716091394424438477e+00,9.000000000000000000e+00,5.029512685723602772e-04
7.498761749267578125e+01,-2.297711944580078125e+01,5.000000000000000000e+00,1.072884174391219858e-06
-3.533799886703491211e+00,2.139503860473632812e+01,3.000000000000000000e+00,6.205036333994939923e-05
-6.590502166748046875e+01,-4.960842514038085938e+01,6.000000000000000000e+00,7.927578990347683430e-04
-6.682491302490234375e+01,-4.854143142700195312e+01,6.000000000000000000e+00,5.232589319348335266e-03
-1.660467982292175293e+00,-1.862785148620605469e+01,8.000000000000000000e+00,1.043518166989088058e-02
6.498538017272949219e+00,2.714461708068847656e+01,3.000000000000000000e+00,3.831206122413277626e-03
-7.715478420257568359e+00,2.059627532958984375e+01,3.000000000000000000e+00,3.701803684234619141e-01
6.131175994873046875e+00,-6.591390228271484375e+01,8.000000000000000000e+00,1.788139485370265902e-07
6.029636383056640625e+00,3.613523483276367188e+01,1.000000000000000000e+00,7.684553861618041992e-01
-4.155728149414062500e+01,-7.063907623291015625e+00,4.000000000000000000e+00,1.403777748346328735e-01
-5.316332626342773438e+01,3.719543838500976562e+01,0.000000000000000000e+00,1.036567892879247665e-02
6.370715713500976562e+01,6.110785007476806641e+00,9.000000000000000000e+00,4.887592695013154298e-06
4.440413284301757812e+01,3.046774101257324219e+01,7.000000000000000000e+00,1.336325556039810181e-01
4.870373535156250000e+01,2.323470687866210938e+01,9.000000000000000000e+00,1.616657227277755737e-01
-3.736148834228515625e+01,-9.063028335571289062e+00,4.000000000000000000e+00,1.775526627898216248e-02
1.186705398559570312e+01,-5.350643539428710938e+01,8.000000000000000000e+00,5.960464477539062500e-08
6.551873779296875000e+01,2.617066955566406250e+01,9.000000000000000000e+00,3.331955304020084441e-05
1.195965099334716797e+01,6.806845855712890625e+01,1.000000000000000000e+00,0.000000000000000000e+00
-1.223650932312011719e+01,1.472547054290771484e+01,6.000000000000000000e+00,3.718774318695068359e+00
2.498352432250976562e+01,1.138939762115478516e+01,7.000000000000000000e+00,3.048646321985870600e-04
1.262951254844665527e+00,2.529020690917968750e+01,3.000000000000000000e+00,1.716067939996719360e-01
-4.838179016113281250e+01,4.794014739990234375e+01,0.000000000000000000e+00,1.187991147162392735e-04
-3.698136520385742188e+01,-3.361557388305664062e+01,2.000000000000000000e+00,3.162394762039184570e-01
-5.761273574829101562e+01,-3.866878890991210938e+01,6.000000000000000000e+00,5.978107452392578125e-01
4.120478820800781250e+01,3.315155029296875000e+01,7.000000000000000000e+00,3.912013769149780273e-02
-6.582312583923339844e-01,6.637285614013671875e+01,1.000000000000000000e+00,3.099446303167496808e-06
-5.390330886840820312e+01,4.970588302612304688e+01,0.000000000000000000e+00,1.793800387531518936e-03
-4.610112380981445312e+01,3.363937377929687500e+01,0.000000000000000000e+00,1.493282895535230637e-02
7.344246387481689453e+00,-5.177362823486328125e+01,8.000000000000000000e+00,2.169632534787524492e-05
3.582609939575195312e+01,-1.592780780792236328e+01,5.000000000000000000e+00,7.169923782348632812e-01
-2.960203742980957031e+01,-4.625508499145507812e+01,2.000000000000000000e+00,2.086251042783260345e-03
-5.365550613403320312e+01,-5.119996643066406250e+01,6.000000000000000000e+00,4.262497127056121826e-01
-5.888746261596679688e+01,-4.343230056762695312e+01,6.000000000000000000e+00,9.997715242207050323e-04
-5.452964019775390625e+01,-3.773672866821289062e+01,6.000000000000000000e+00,2.010837048292160034e-01
-4.682395172119140625e+01,-1.247209358215332031e+01,4.000000000000000000e+00,1.223776256665587425e-03
1.139559745788574219e+00,7.306851959228515625e+01,1.000000000000000000e+00,1.192093577628838830e-06
4.246784591674804688e+01,-2.760428047180175781e+01,5.000000000000000000e+00,3.495827259030193090e-04
6.903064727783203125e+01,2.639992141723632812e+01,9.000000000000000000e+00,2.861063876480329782e-05
-4.288120269775390625e+01,3.481235504150390625e+01,0.000000000000000000e+00,8.487919345498085022e-03
-3.907564544677734375e+01,4.155621337890625000e+01,2.000000000000000000e+00,6.295794010162353516e+00
-6.199042797088623047e+00,5.446468353271484375e+01,1.000000000000000000e+00,1.907366822706535459e-05
-5.814619064331054688e+01,-5.015063476562500000e+01,6.000000000000000000e+00,5.452330806292593479e-04
4.291674804687500000e+01,-2.178874588012695312e+01,5.000000000000000000e+00,1.672294456511735916e-03
-3.461353302001953125e+01,3.717838287353515625e+01,0.000000000000000000e+00,1.412237435579299927e-01
-1.612413787841796875e+01,3.169539642333984375e+01,0.000000000000000000e+00,1.309200376272201538e-01
-1.680316352844238281e+01,-1.527189135551452637e+00,3.000000000000000000e+00,1.004789993166923523e-01
9.943984031677246094e+00,3.122381019592285156e+01,3.000000000000000000e+00,2.407525898888707161e-03
-2.552845716476440430e+00,1.873075866699218750e+01,3.000000000000000000e+00,3.883996687363833189e-04
-8.218613266944885254e-01,-2.773611831665039062e+01,8.000000000000000000e+00,3.281308570876717567e-03
1.283882141113281250e+00,8.092826080322265625e+01,1.000000000000000000e+00,6.258507255552103743e-06
-5.475508213043212891e+00,4.922745895385742188e+01,1.000000000000000000e+00,2.126210602000355721e-03
8.175962448120117188e+00,-5.835718917846679688e+01,8.000000000000000000e+00,4.136647839914076030e-05
7.187741851806640625e+01,-2.537875175476074219e+01,5.000000000000000000e+00,2.264979002575273626e-06
2.612445831298828125e+01,8.579509735107421875e+00,7.000000000000000000e+00,5.245222382654901594e-06
4.480099487304687500e+01,3.211462402343750000e+01,7.000000000000000000e+00,1.742396056652069092e-01
1.417135620117187500e+01,-6.411007690429687500e+01,8.000000000000000000e+00,0.000000000000000000e+00
2.780444908142089844e+01,7.736392021179199219e+00,7.000000000000000000e+00,9.417578439752105623e-06
-4.201244735717773438e+01,-3.378847503662109375e+01,2.000000000000000000e+00,2.859271503984928131e-02
-4.532448959350585938e+01,3.192637062072753906e+01,0.000000000000000000e+00,1.195376552641391754e-02
1.524098968505859375e+01,-2.471101760864257812e+00,7.000000000000000000e+00,3.218702477170154452e-05
-2.617824554443359375e+01,7.267491817474365234e+00,3.000000000000000000e+00,8.829225897789001465e-01
9.508399009704589844e+00,-2.947627067565917969e+01,8.000000000000000000e+00,4.112729129701619968e-06
-4.810616302490234375e+01,5.081850051879882812e+01,0.000000000000000000e+00,2.324583874724339694e-06
7.424027252197265625e+01,-1.358424663543701172e+00,9.000000000000000000e+00,5.310395499691367149e-04
1.775070953369140625e+01,8.087324142456054688e+00,7.000000000000000000e+00,4.768372718899627216e-07
-6.160852432250976562e+01,-4.695727920532226562e+01,6.000000000000000000e+00,6.593077629804611206e-02
8.080049514770507812e+00,6.104179763793945312e+01,1.000000000000000000e+00,3.576279254957626108e-07
-1.852474784851074219e+01,2.180703353881835938e+01,2.000000000000000000e+00,3.479696035385131836e+00
-5.274464797973632812e+01,-3.686934280395507812e+01,6.000000000000000000e+00,1.715102046728134155e-01
-4.832934188842773438e+01,-1.814348983764648438e+01,4.000000000000000000e+00,9.676846116781234741e-02
8.553428649902343750e+00,-2.581871414184570312e+01,8.000000000000000000e+00,2.944512743852101266e-05
-4.016128921508789062e+01,1.033371734619140625e+01,0.000000000000000000e+00,1.976620107889175415e-01
-2.863421440124511719e+01,2.686042404174804688e+01,6.000000000000000000e+00,9.418201446533203125e-02
-3.073011636734008789e+00,-1.218709230422973633e+00,3.000000000000000000e+00,1.227863231179071590e-05
-6.221461105346679688e+01,-4.292193984985351562e+01,6.000000000000000000e+00,7.271727174520492554e-02
6.470313549041748047e+00,-5.261100387573242188e+01,8.000000000000000000e+00,1.215942120325053111e-05
-4.161667633056640625e+01,-1.047495269775390625e+01,4.000000000000000000e+00,2.810011850669980049e-03
-5.056032180786132812e+01,4.626412582397460938e+01,0.000000000000000000e+00,1.482273451983928680e-03
1.106638622283935547e+01,-3.040062332153320312e+01,8.000000000000000000e+00,3.099446303167496808e-06
6.821923828125000000e+01,-2.502529621124267578e+00,9.000000000000000000e+00,1.474155229516327381e-03
-1.492889213562011719e+01,-4.627826690673828125e+01,2.000000000000000000e+00,2.351714484393596649e-02
-3.483148574829101562e+01,-4.849063396453857422e+00,4.000000000000000000e+00,4.717312753200531006e-03
4.717406845092773438e+01,-3.445210647583007812e+01,5.000000000000000000e+00,8.344653679159819148e-07
6.911401367187500000e+01,2.640994071960449219e+01,9.000000000000000000e+00,8.940736734075471759e-06
-6.111295700073242188e+00,7.747247314453125000e+01,1.000000000000000000e+00,7.152559646783629432e-07
-6.601576232910156250e+01,-2.162041854858398438e+01,4.000000000000000000e+00,4.278920125216245651e-03
-6.264904785156250000e+01,-1.160293388366699219e+01,4.000000000000000000e+00,1.219002064317464828e-03
7.453871154785156250e+01,1.198469519615173340e+00,9.000000000000000000e+00,4.269796190783381462e-04
-1.477212524414062500e+01,-5.451846313476562500e+01,2.000000000000000000e+00,2.384164603427052498e-03
-7.760688781738281250e+00,5.908073043823242188e+01,1.000000000000000000e+00,2.872535726055502892e-03
3.547022628784179688e+01,3.097762298583984375e+01,7.000000000000000000e+00,1.126983785070478916e-03
6.359075164794921875e+01,2.519362258911132812e+01,9.000000000000000000e+00,1.327483478235080838e-04
3.909701156616210938e+01,-2.049944496154785156e+01,5.000000000000000000e+00,7.016735617071390152e-04
2.585971832275390625e+00,-2.878286170959472656e+01,8.000000000000000000e+00,2.122746664099395275e-04
9.098723411560058594e+00,2.790454101562500000e+01,1.000000000000000000e+00,7.277601718902587891e+00
4.473717880249023438e+01,3.349461364746093750e+01,7.000000000000000000e+00,4.012525826692581177e-02
3.190853691101074219e+01,-6.590007781982421875e+00,7.000000000000000000e+00,1.506918924860656261e-04
-1.064300441741943359e+01,7.379649353027343750e+01,1.000000000000000000e+00,3.379640475031919777e-05
3.029727935791015625e+00,5.337824249267578125e+01,1.000000000000000000e+00,1.788139485370265902e-07
1.081716728210449219e+01,7.059440612792968750e+01,1.000000000000000000e+00,0.000000000000000000e+00
-2.706442642211914062e+01,-2.082133865356445312e+01,6.000000000000000000e+00,3.142309784889221191e-01
5.340283203125000000e+01,2.763206100463867188e+01,9.000000000000000000e+00,3.076369874179363251e-02
5.404641723632812500e+01,-2.599756622314453125e+01,5.000000000000000000e+00,2.390174813626799732e-05
-3.436967849731445312e+00,1.970988655090332031e+01,3.000000000000000000e+00,3.235562006011605263e-03
1.558174896240234375e+01,-5.806804656982421875e+01,8.000000000000000000e+00,0.000000000000000000e+00
-5.698612976074218750e+01,-2.945672035217285156e+01,4.000000000000000000e+00,1.453543007373809814e-01
-4.073163604736328125e+01,-3.790003204345703125e+01,2.000000000000000000e+00,3.892534598708152771e-02
5.213555526733398438e+01,3.066955947875976562e+01,7.000000000000000000e+00,9.158183932304382324e-01
-2.097652626037597656e+01,1.592245006561279297e+01,4.000000000000000000e+00,9.517907500267028809e-01
1.351903343200683594e+01,-3.081105995178222656e+01,8.000000000000000000e+00,3.576279254957626108e-07
9.869158744812011719e+00,3.047420883178710938e+01,3.000000000000000000e+00,1.159196253865957260e-02
-2.890791893005371094e+01,-5.607449340820312500e+01,2.000000000000000000e+00,4.554832121357321739e-04
-4.291727066040039062e+01,-2.365749549865722656e+01,4.000000000000000000e+00,8.539929986000061035e-02
-4.228479385375976562e+01,-1.225264549255371094e+01,4.000000000000000000e+00,1.124119502492249012e-03
1.843661117553710938e+01,4.113364696502685547e+00,7.000000000000000000e+00,1.770273593137972057e-05
-4.460438713431358337e-02,6.173627471923828125e+01,1.000000000000000000e+00,1.716628503345418721e-05
-3.450598526000976562e+01,-6.259144306182861328e+00,4.000000000000000000e+00,2.489324659109115601e-03
7.761463928222656250e+01,1.101710128784179688e+01,9.000000000000000000e+00,6.914162895554909483e-06
-8.294380187988281250e+00,4.591246604919433594e+00,3.000000000000000000e+00,7.801667321473360062e-03
4.867412567138671875e+01,-3.319273757934570312e+01,5.000000000000000000e+00,0.000000000000000000e+00
1.221733474731445312e+01,-6.433277130126953125e+01,8.000000000000000000e+00,0.000000000000000000e+00
5.069577026367187500e+01,-3.265175628662109375e+01,5.000000000000000000e+00,1.192093577628838830e-06
-4.520040512084960938e+01,-1.487590122222900391e+01,4.000000000000000000e+00,2.391124702990055084e-02
3.895152282714843750e+01,3.494007492065429688e+01,7.000000000000000000e+00,3.923473414033651352e-03
-4.396726226806640625e+01,-2.972232437133789062e+01,2.000000000000000000e+00,4.800023734569549561e-01
1.065331268310546875e+01,-2.346957588195800781e+01,8.000000000000000000e+00,1.130764067056588829e-04
4.651472854614257812e+01,-2.657807731628417969e+01,5.000000000000000000e+00,4.887592695013154298e-06
7.457498931884765625e+01,8.670037269592285156e+00,9.000000000000000000e+00,1.837780000641942024e-04
-1.789067268371582031e+01,-1.363431215286254883e-01,3.000000000000000000e+00,2.956053428351879120e-02
-4.592815637588500977e-01,1.038912391662597656e+01,3.000000000000000000e+00,2.670323738129809499e-05
-6.871578216552734375e+01,-4.512609863281250000e+01,6.000000000000000000e+00,1.103823035955429077e-01
3.986384201049804688e+01,3.060966491699218750e+01,7.000000000000000000e+00,1.480675209313631058e-02
1.115428447723388672e+01,5.712536239624023438e+01,1.000000000000000000e+00,1.192092895507812500e-07
3.799815368652343750e+01,3.400038528442382812e+01,7.000000000000000000e+00,2.370482776314020157e-03
-1.047647953033447266e+01,8.405086517333984375e+00,3.000000000000000000e+00,1.313720196485519409e-01
3.858297348022460938e+01,-2.135249900817871094e+01,5.000000000000000000e+00,1.535479445010423660e-02
-5.752188873291015625e+01,-1.393782806396484375e+01,4.000000000000000000e+00,2.550706826150417328e-02
-6.590842437744140625e+01,-3.018971443176269531e+01,4.000000000000000000e+00,4.538291394710540771e-01
5.173018646240234375e+01,-2.843018341064453125e+01,5.000000000000000000e+00,1.165934809250757098e-04
7.570278167724609375e+00,-7.071724700927734375e+01,8.000000000000000000e+00,1.117053398047573864e-04
7.755621433258056641e+00,2.592982864379882812e+01,3.000000000000000000e+00,2.229491714388132095e-03
4.089972305297851562e+01,2.613643455505371094e+01,7.000000000000000000e+00,1.355267614126205444e-01
1.144251060485839844e+01,7.250574493408203125e+01,1.000000000000000000e+00,0.000000000000000000e+00
-1.847719955444335938e+01,-5.456156921386718750e+01,2.000000000000000000e+00,1.993675250560045242e-03
-5.226779174804687500e+01,1.581193733215332031e+01,6.000000000000000000e+00,1.369012892246246338e-01
1.160440921783447266e+01,7.817937469482421875e+01,1.000000000000000000e+00,2.384186075232719304e-07
7.788967895507812500e+01,6.066378593444824219e+00,9.000000000000000000e+00,1.835839975683484226e-05
8.110106468200683594e+00,-7.169880676269531250e+01,8.000000000000000000e+00,2.861027041944907978e-06
-1.914896583557128906e+01,-5.570628356933593750e+01,2.000000000000000000e+00,2.799013862386345863e-03
3.337136077880859375e+01,-2.268576145172119141e+00,7.000000000000000000e+00,1.334040862275287509e-04
8.360977172851562500e-01,7.866181182861328125e+01,1.000000000000000000e+00,1.430512497790914495e-06
1.230483436584472656e+01,2.803820419311523438e+01,3.000000000000000000e+00,3.283042693510651588e-03
1.941828918457031250e+01,9.898469924926757812e+00,7.000000000000000000e+00,2.491505256330128759e-05
5.556872940063476562e+01,-2.248374748229980469e+01,5.000000000000000000e+00,5.822087987326085567e-04
6.305347442626953125e+01,2.314806747436523438e+01,9.000000000000000000e+00,1.633180545468349010e-05
6.720893096923828125e+01,1.154008197784423828e+01,9.000000000000000000e+00,6.842847506050020456e-05
-6.116941928863525391e+00,5.335546112060546875e+01,1.000000000000000000e+00,4.720799188362434506e-05
4.376654148101806641e+00,-3.047047805786132812e+01,8.000000000000000000e+00,3.016040500369854271e-05
-6.325448226928710938e+01,-2.843448257446289062e+01,2.000000000000000000e+00,4.011681556701660156e+00
3.892275238037109375e+01,-2.874478340148925781e+01,5.000000000000000000e+00,9.942548786057159305e-05
1.749202537536621094e+01,7.591563701629638672e+00,7.000000000000000000e+00,2.384186075232719304e-07
3.497022390365600586e+00,6.749981689453125000e+01,1.000000000000000000e+00,5.960466182841628324e-07
6.013258743286132812e+01,2.296939468383789062e+01,9.000000000000000000e+00,3.951119258999824524e-03
4.329956531524658203e+00,-2.110141563415527344e+01,8.000000000000000000e+00,1.385336625389754772e-03
1.466262626647949219e+01,7.404940032958984375e+01,1.000000000000000000e+00,1.192092895507812500e-07
-2.036332893371582031e+01,2.246538925170898438e+01,0.000000000000000000e+00,2.213479131460189819e-01
-4.882112503051757812e+01,3.755055618286132812e+01,0.000000000000000000e+00,2.023782435571774840e-04
-2.600829124450683594e+01,-2.158292770385742188e+01,6.000000000000000000e+00,5.358994603157043457e-01
-2.189734935760498047e+00,6.979225921630859375e+01,1.000000000000000000e+00,2.861063876480329782e-05
2.909611511230468750e+01,8.931620597839355469e+00,7.000000000000000000e+00,7.033372639853041619e-06
-3.793277502059936523e+00,7.744013214111328125e+01,1.000000000000000000e+00,2.980236786243040115e-06
-3.930313587188720703e+00,5.119128036499023438e+01,1.000000000000000000e+00,8.195974805857986212e-05
3.253271102905273438e+01,-2.726554298400878906e+01,5.000000000000000000e+00,7.158773951232433319e-05
2.762216567993164062e+01,9.107010841369628906e+00,7.000000000000000000e+00,2.443793391648796387e-06
7.378326416015625000e+00,6.917995452880859375e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.358787536621093750e+01,-3.839710617065429688e+01,5.000000000000000000e+00,1.192092895507812500e-07
-2.159039878845214844e+01,-5.159914779663085938e+01,2.000000000000000000e+00,3.279215423390269279e-03
-1.852404975891113281e+01,-4.632820129394531250e+01,2.000000000000000000e+00,4.004136621952056885e-01
-1.849411606788635254e+00,1.206658840179443359e+00,3.000000000000000000e+00,8.048076415434479713e-04
-3.926919937133789062e+00,3.339231967926025391e+00,3.000000000000000000e+00,1.814221963286399841e-03
1.265085315704345703e+01,7.876422119140625000e+01,1.000000000000000000e+00,1.788139485370265902e-07
-1.574084520339965820e+00,6.974179840087890625e+01,1.000000000000000000e+00,9.536788638797588646e-06
-6.851079559326171875e+01,-1.461139488220214844e+01,4.000000000000000000e+00,3.978431597352027893e-02
7.172393035888671875e+01,1.546156787872314453e+01,9.000000000000000000e+00,2.384188519499730319e-06
-5.745506668090820312e+01,-2.747402954101562500e+01,4.000000000000000000e+00,6.392861157655715942e-02
7.369531631469726562e+00,3.253707504272460938e+01,3.000000000000000000e+00,5.126256495714187622e-02
3.552197647094726562e+01,1.762279391288757324e+00,7.000000000000000000e+00,1.962973619811236858e-04
2.082151031494140625e+01,1.276641273498535156e+01,7.000000000000000000e+00,1.788140934877446853e-06
-3.924661254882812500e+01,2.133028793334960938e+01,0.000000000000000000e+00,1.046929836273193359e+00
6.110521793365478516e+00,-2.781777381896972656e+01,8.000000000000000000e+00,7.224344153655692935e-05
7.367811584472656250e+01,1.685290718078613281e+01,9.000000000000000000e+00,5.960464477539062500e-08
7.230686950683593750e+01,4.079910755157470703e+00,9.000000000000000000e+00,2.224096679128706455e-04
-5.931670761108398438e+01,-4.511710357666015625e+01,6.000000000000000000e+00,6.996793206781148911e-03
7.420489311218261719e+00,8.105202484130859375e+01,1.000000000000000000e+00,5.960464477539062500e-08
9.269968986511230469e+00,1.865786933898925781e+01,3.000000000000000000e+00,6.564959883689880371e-03
-3.806626892089843750e+01,-8.029345512390136719e+00,4.000000000000000000e+00,1.088538020849227905e-02
-5.096865844726562500e+01,3.047969436645507812e+01,0.000000000000000000e+00,1.397095038555562496e-03
-1.591613483428955078e+01,2.492707824707031250e+01,0.000000000000000000e+00,2.615395784378051758e-01
7.514755249023437500e+01,-2.050743293762207031e+01,5.000000000000000000e+00,9.536747711536008865e-07
6.359793090820312500e+01,2.660425186157226562e+01,9.000000000000000000e+00,8.190013613784685731e-05
-4.814696121215820312e+01,-2.567833328247070312e+01,2.000000000000000000e+00,1.771712183952331543e+00
-1.706793594360351562e+01,2.908534812927246094e+01,0.000000000000000000e+00,1.591357886791229248e-01
4.500399780273437500e+01,-2.866644859313964844e+01,5.000000000000000000e+00,4.172333774477010593e-06
5.690364456176757812e+01,-2.490581703186035156e+01,5.000000000000000000e+00,5.275150033412501216e-05
1.396662807464599609e+01,7.319382476806640625e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.578228759765625000e+01,-2.178119659423828125e+01,5.000000000000000000e+00,4.111983813345432281e-03
3.440481948852539062e+01,1.594654655456542969e+01,7.000000000000000000e+00,7.300656870938837528e-04
1.689481544494628906e+01,-6.497184753417968750e+01,8.000000000000000000e+00,0.000000000000000000e+00
2.410130119323730469e+01,1.143234634399414062e+01,7.000000000000000000e+00,4.273744343663565814e-05
4.681518554687500000e+01,2.388933944702148438e+01,5.000000000000000000e+00,1.318657517433166504e+00
-3.860259950160980225e-01,1.503528213500976562e+01,3.000000000000000000e+00,1.436251099221408367e-03
-6.104086303710937500e+01,-5.482635498046875000e+01,6.000000000000000000e+00,8.710242691449820995e-04
-6.124312591552734375e+01,-3.027368545532226562e+01,4.000000000000000000e+00,1.057129502296447754e+00
-4.561704254150390625e+01,3.280079650878906250e+01,0.000000000000000000e+00,3.174809273332357407e-03
-6.874108123779296875e+01,-1.585173797607421875e+01,4.000000000000000000e+00,2.929324517026543617e-03
-5.663160705566406250e+01,2.573840332031250000e+01,0.000000000000000000e+00,3.017151914536952972e-02
-1.809475517272949219e+01,-3.917124557495117188e+01,6.000000000000000000e+00,1.065521001815795898e+00
